"","CustomerID","Recency","mon_value","Frequency","Recency_group","Frequency_group","mon_value_group"
"545",16191,18,627.6,2,"recent","rare","very large"
"546",16202,18,365.27,1,"recent","very rare","large"
"547",16203,30,170.7,1,"oldest","very rare","small"
"548",16210,16,7000.64,4,"very recent","frequent","very large"
"549",16218,31,471.3,1,"oldest","very rare","large"
"550",16221,25,166.74,1,"old","very rare","small"
"551",16233,24,147.4,1,"old","very rare","small"
"552",16241,27,277.65,1,"oldest","very rare","medium"
"553",16244,30,1056.63,1,"oldest","very rare","very large"
"554",16250,31,226.14,1,"oldest","very rare","medium"
"555",16255,23,374.25,1,"old","very rare","large"
"556",16265,22,840.81,2,"recent","rare","very large"
"557",16270,11,1141.24,1,"very recent","very rare","very large"
"558",16271,16,133.22,1,"very recent","very rare","small"
"559",16274,31,337.75,1,"oldest","very rare","large"
"560",16293,25,378.75,1,"old","very rare","large"
"561",16306,25,68.1,1,"old","very rare","small"
"562",16316,16,308.22,1,"very recent","very rare","medium"
"563",16327,27,505,1,"oldest","very rare","large"
"564",16353,12,510,4,"very recent","frequent","large"
"565",16365,17,368.46,2,"recent","rare","large"
"566",16367,20,170.91,1,"recent","very rare","small"
"567",16385,24,148.23,1,"old","very rare","small"
"568",16393,20,291.55,2,"recent","rare","medium"
"569",16402,27,211.8,1,"oldest","very rare","medium"
"570",16411,27,131.5,1,"oldest","very rare","small"
"571",16422,12,2025.32,3,"very recent","rare","very large"
"572",16442,18,151.66,1,"recent","very rare","small"
"573",16455,19,531.98,3,"recent","rare","large"
"574",16456,31,787.4,1,"oldest","very rare","very large"
"575",16458,18,193.9,1,"recent","very rare","small"
"576",16470,16,216.34,1,"very recent","very rare","medium"
"577",16477,10,544.4,2,"very recent","rare","large"
"578",16499,18,365.45,2,"recent","rare","large"
"579",16503,18,488.09,1,"recent","very rare","large"
"580",16510,30,248.1,1,"oldest","very rare","medium"
"581",16519,23,103.7,1,"old","very rare","small"
"582",16520,23,325.76,1,"old","very rare","large"
"583",16525,16,802.44,2,"very recent","rare","very large"
"584",16531,18,92.82,1,"recent","very rare","small"
"585",16539,16,747.25,2,"very recent","rare","very large"
"586",16546,30,299.4,1,"oldest","very rare","medium"
"587",16550,26,554.66,1,"old","very rare","large"
"588",16552,31,95.29,1,"oldest","very rare","small"
"589",16553,18,1609.44,2,"recent","rare","very large"
"590",16556,18,310.85,1,"recent","very rare","medium"
"591",16558,15,880.55,2,"very recent","rare","very large"
"592",16560,16,332.18,1,"very recent","very rare","large"
"593",16565,22,173.7,1,"recent","very rare","small"
"594",16583,31,233.45,1,"oldest","very rare","medium"
"595",16596,24,120.65,1,"old","very rare","small"
"596",16607,15,654.82,2,"very recent","rare","very large"
"597",16634,30,164.8,1,"oldest","very rare","small"
"598",16638,17,70.8,2,"recent","rare","small"
"599",16654,26,227.4,1,"old","very rare","medium"
"600",16656,22,428.76,1,"recent","very rare","large"
"601",16658,26,123.24,1,"old","very rare","small"
"602",16665,20,135.4,1,"recent","very rare","small"
"603",16670,16,403.61,1,"very recent","very rare","large"
"604",16679,24,129.75,1,"old","very rare","small"
"605",16684,12,3113.4,4,"very recent","frequent","very large"
"606",16686,13,364.98,1,"very recent","very rare","large"
"607",16700,24,336.94,1,"old","very rare","large"
"608",16701,19,476.76,1,"recent","very rare","large"
"609",16705,16,1131.72,2,"very recent","rare","very large"
"610",16710,18,524.97,2,"recent","rare","large"
"611",16711,15,214.2,1,"very recent","very rare","medium"
"612",16713,12,758.54,2,"very recent","rare","very large"
"613",16717,24,307.25,1,"old","very rare","medium"
"614",16718,27,623.75,1,"oldest","very rare","very large"
"615",16719,26,430.73,1,"old","very rare","large"
"616",16722,24,799.52,2,"old","rare","very large"
"617",16725,17,325.75,2,"recent","rare","large"
"618",16726,19,129.57,1,"recent","very rare","small"
"619",16727,22,272.82,1,"recent","very rare","medium"
"620",16743,16,430.28,1,"very recent","very rare","large"
"621",16746,16,311.64,1,"very recent","very rare","medium"
"622",16752,30,207.5,1,"oldest","very rare","medium"
"623",16754,30,2002.4,1,"oldest","very rare","very large"
"624",16770,16,262.2,2,"very recent","rare","medium"
"625",16775,25,231.9,1,"old","very rare","medium"
"626",16779,20,687.83,2,"recent","rare","very large"
"627",16781,30,311.25,1,"oldest","very rare","medium"
"628",16782,17,577.99,2,"recent","rare","large"
"629",16795,23,414.88,1,"old","very rare","large"
"630",16805,18,214.77,1,"recent","very rare","medium"
"631",16812,18,479.35,1,"recent","very rare","large"
"632",16814,27,273.29,1,"oldest","very rare","medium"
"633",16816,16,75.78,1,"very recent","very rare","small"
"634",16817,17,367.3,2,"recent","rare","large"
"635",16835,31,81.75,1,"oldest","very rare","small"
"636",16839,27,552.24,1,"oldest","very rare","large"
"637",16858,26,375.69,1,"old","very rare","large"
"638",16863,24,164.25,1,"old","very rare","small"
"639",16873,22,2157.64,1,"recent","very rare","very large"
"640",16883,29,128.03,1,"oldest","very rare","small"
"641",16885,15,190.65,1,"very recent","very rare","small"
"642",16891,29,232.26,1,"oldest","very rare","medium"
"643",16893,24,145.93,1,"old","very rare","small"
"644",16898,26,116.08,1,"old","very rare","small"
"645",16899,18,170.55,1,"recent","very rare","small"
"646",16904,25,338.7,2,"old","rare","large"
"647",16905,29,254.4,1,"oldest","very rare","medium"
"648",16907,23,182.02,1,"old","very rare","small"
"649",16916,30,198.08,1,"oldest","very rare","medium"
"650",16919,18,540.01,2,"recent","rare","large"
"651",16923,20,550.5,1,"recent","very rare","large"
"652",16926,29,230.25,1,"oldest","very rare","medium"
"653",16927,19,218.1,1,"recent","very rare","medium"
"654",16928,31,116.25,1,"oldest","very rare","small"
"655",16931,15,364.66,2,"very recent","rare","large"
"656",16945,16,279.85,1,"very recent","very rare","medium"
"657",16950,25,172,1,"old","very rare","small"
"658",16954,17,346.8,1,"recent","very rare","large"
"659",16955,26,189.1,2,"old","rare","small"
"660",16983,27,163.49,1,"oldest","very rare","small"
"661",16985,16,933.32,1,"very recent","very rare","very large"
"662",16996,11,127.54,2,"very recent","rare","small"
"663",17001,16,397.96,1,"very recent","very rare","large"
"664",17007,15,207.12,2,"very recent","rare","medium"
"665",17017,18,2357.64,5,"recent","frequent","very large"
"666",17019,26,358.82,1,"old","very rare","large"
"667",17025,31,160.97,2,"oldest","rare","small"
"668",17026,27,33.15,1,"oldest","very rare","small"
"669",17033,17,307.8,1,"recent","very rare","medium"
"670",17041,18,304.5,1,"recent","very rare","medium"
"671",17059,27,722.36,1,"oldest","very rare","very large"
"672",17062,16,430.69,3,"very recent","rare","large"
"673",17068,16,291.2,2,"very recent","rare","medium"
"674",17069,12,583.2,2,"very recent","rare","large"
"675",17076,22,151.5,1,"recent","very rare","small"
"676",17085,12,740.44,2,"very recent","rare","very large"
"677",17090,12,61.2,1,"very recent","very rare","small"
"678",17091,25,293.45,1,"old","very rare","medium"
"679",17097,23,174.72,1,"old","very rare","small"
"680",17126,20,212.6,1,"recent","very rare","medium"
"681",17135,29,215.58,1,"oldest","very rare","medium"
"682",17146,16,298.25,1,"very recent","very rare","medium"
"683",17158,18,413.79,1,"recent","very rare","large"
"684",17179,19,243,1,"recent","very rare","medium"
"685",17181,31,155.52,1,"oldest","very rare","small"
"686",17188,20,513.64,1,"recent","very rare","large"
"687",17189,17,227.22,1,"recent","very rare","medium"
"688",17191,26,510.11,3,"old","rare","large"
"689",17194,18,226.78,1,"recent","very rare","medium"
"690",17198,23,521.66,2,"old","rare","large"
"691",17211,11,779.71,3,"very recent","rare","very large"
"692",17213,11,615.85,2,"very recent","rare","very large"
"693",17214,17,171.05,1,"recent","very rare","small"
"694",17218,13,606.28,3,"very recent","rare","very large"
"695",17220,22,317.5,1,"recent","very rare","medium"
"696",17223,26,257.84,1,"old","very rare","medium"
"697",17227,26,142.25,1,"old","very rare","small"
"698",17228,25,355.95,2,"old","rare","large"
"699",17230,12,2760.01,6,"very recent","frequent","very large"
"700",17231,19,232.01,1,"recent","very rare","medium"
"701",17235,30,341.9,1,"oldest","very rare","large"
"702",17236,20,126.28,1,"recent","very rare","small"
"703",17238,29,370.09,2,"oldest","rare","large"
"704",17243,13,855.05,3,"very recent","rare","very large"
"705",17251,20,283.28,1,"recent","very rare","medium"
"706",17259,26,381.64,1,"old","very rare","large"
"707",17262,24,268.86,1,"old","very rare","medium"
"708",17287,25,222.7,2,"old","rare","medium"
"709",17288,16,133.56,1,"very recent","very rare","small"
"710",17293,19,346.14,1,"recent","very rare","large"
"711",17303,19,250.04,1,"recent","very rare","medium"
"712",17306,11,324,1,"very recent","very rare","large"
"713",17315,15,108.92,1,"very recent","very rare","small"
"714",17320,26,450.92,1,"old","very rare","large"
"715",17324,24,127.05,1,"old","very rare","small"
"716",17338,19,767.6,1,"recent","very rare","very large"
"717",17339,23,60,1,"old","very rare","small"
"718",17340,12,4360.39,2,"very recent","rare","very large"
"719",17341,24,513.6,1,"old","very rare","large"
"720",17343,13,193.64,1,"very recent","very rare","small"
"721",17346,17,247.84,2,"recent","rare","medium"
"722",17358,13,246.7,1,"very recent","very rare","medium"
"723",17371,19,97.63,1,"recent","very rare","small"
"724",17372,18,370.78,2,"recent","rare","large"
"725",17375,19,109.71,1,"recent","very rare","small"
"726",17377,15,785.08,3,"very recent","rare","very large"
"727",17381,26,3603.72,3,"old","rare","very large"
"728",17392,16,306.41,1,"very recent","very rare","medium"
"729",17396,29,397.5,1,"oldest","very rare","large"
"730",17400,11,424.17,1,"very recent","very rare","large"
"731",17402,27,459.97,2,"oldest","rare","large"
"732",17404,15,3834.3,2,"very recent","rare","very large"
"733",17406,24,702.1,1,"old","very rare","very large"
"734",17412,16,447.76,2,"very recent","rare","large"
"735",17419,25,374.27,2,"old","rare","large"
"736",17420,31,130.85,1,"oldest","very rare","small"
"737",17428,19,893.95,2,"recent","rare","very large"
"738",17430,23,112.6,1,"old","very rare","small"
"739",17449,17,684.26,1,"recent","very rare","very large"
"740",17450,25,2028.84,2,"old","rare","very large"
"741",17454,17,165.85,1,"recent","very rare","small"
"742",17456,23,249.86,1,"old","very rare","medium"
"743",17460,30,70.3,2,"oldest","rare","small"
"744",17470,25,178.4,1,"old","very rare","small"
"745",17491,25,327.4,1,"old","very rare","large"
"746",17496,16,271.05,1,"very recent","very rare","medium"
"747",17511,17,6711.08,3,"recent","rare","very large"
"748",17519,26,335.3,1,"old","very rare","large"
"749",17524,19,145,1,"recent","very rare","small"
"750",17525,17,422.7,1,"recent","very rare","large"
"751",17526,18,238.6,2,"recent","rare","medium"
"752",17530,23,300.64,1,"old","very rare","medium"
"753",17551,17,306.84,1,"recent","very rare","medium"
"754",17552,30,298.52,2,"oldest","rare","medium"
"755",17567,30,517.95,1,"oldest","very rare","large"
"756",17572,31,70.8,1,"oldest","very rare","small"
"757",17576,19,297,2,"recent","rare","medium"
"758",17580,16,46.85,1,"very recent","very rare","small"
"759",17581,30,786.78,2,"oldest","rare","very large"
"760",17591,25,406.6,1,"old","very rare","large"
"761",17593,10,662.9,1,"very recent","very rare","very large"
"762",17596,26,392.62,1,"old","very rare","large"
"763",17611,19,244.19,1,"recent","very rare","medium"
"764",17616,25,326.4,1,"old","very rare","large"
"765",17618,20,320.28,1,"recent","very rare","medium"
"766",17621,12,239.4,1,"very recent","very rare","medium"
"767",17629,17,238.65,1,"recent","very rare","medium"
"768",17643,31,101.55,1,"oldest","very rare","small"
"769",17646,23,251,1,"old","very rare","medium"
"770",17655,24,676.1,1,"old","very rare","very large"
"771",17659,16,359.95,2,"very recent","rare","large"
"772",17671,23,394.18,1,"old","very rare","large"
"773",17674,26,300.66,1,"old","very rare","medium"
"774",17675,22,1019.12,2,"recent","rare","very large"
"775",17676,24,300.7,1,"old","very rare","medium"
"776",17677,24,1616.6,4,"old","frequent","very large"
"777",17682,26,391.5,1,"old","very rare","large"
"778",17685,18,463.02,2,"recent","rare","large"
"779",17690,22,687.9,4,"recent","frequent","very large"
"780",17691,16,290.4,2,"very recent","rare","medium"
"781",17692,17,327.9,1,"recent","very rare","large"
"782",17696,22,175.6,2,"recent","rare","small"
"783",17706,24,477.83,3,"old","rare","large"
"784",17720,25,102,1,"old","very rare","small"
"785",17722,24,910.14,1,"old","very rare","very large"
"786",17732,30,303.97,1,"oldest","very rare","medium"
"787",17735,25,454.6,1,"old","very rare","large"
"788",17739,18,360.06,1,"recent","very rare","large"
"789",17744,16,377.52,1,"very recent","very rare","large"
"790",17752,17,80.64,1,"recent","very rare","small"
"791",17757,18,565.8,4,"recent","frequent","large"
"792",17760,31,172.54,1,"oldest","very rare","small"
"793",17787,29,736.28,1,"oldest","very rare","very large"
"794",17790,15,399.55,5,"very recent","frequent","large"
"795",17796,27,114.65,1,"oldest","very rare","small"
"796",17799,19,223.48,1,"recent","very rare","medium"
"797",17802,30,100.2,1,"oldest","very rare","small"
"798",17809,29,1251.5,3,"oldest","rare","very large"
"799",17812,26,217.55,1,"old","very rare","medium"
"800",17816,23,16.21,1,"old","very rare","small"
"801",17819,20,980.12,2,"recent","rare","very large"
"802",17827,22,1271.8,3,"recent","rare","very large"
"803",17838,23,935.56,2,"old","rare","very large"
"804",17841,13,2473.07,6,"very recent","frequent","very large"
"805",17848,16,97.3,1,"very recent","very rare","small"
"806",17850,30,5391.21,34,"oldest","very frequent","very large"
"807",17855,30,208.97,1,"oldest","very rare","medium"
"808",17857,16,1340.7,2,"very recent","rare","very large"
"809",17858,17,1556.85,2,"recent","rare","very large"
"810",17860,26,252.8,1,"old","very rare","medium"
"811",17863,27,384.72,1,"oldest","very rare","large"
"812",17865,15,1079.83,2,"very recent","rare","very large"
"813",17869,26,214.32,1,"old","very rare","medium"
"814",17870,24,326.4,1,"old","very rare","large"
"815",17873,31,215.15,1,"oldest","very rare","medium"
"816",17880,22,458.92,1,"recent","very rare","large"
"817",17884,26,324.62,2,"old","rare","large"
"818",17888,15,29.43,1,"very recent","very rare","small"
"819",17890,19,476.96,1,"recent","very rare","large"
"820",17894,10,515.43,4,"very recent","frequent","large"
"821",17897,25,434.62,2,"old","rare","large"
"822",17905,10,394.15,2,"very recent","rare","large"
"823",17908,31,243.28,1,"oldest","very rare","medium"
"824",17912,17,289.41,4,"recent","frequent","medium"
"825",17913,13,218.05,1,"very recent","very rare","medium"
"826",17917,20,110.91,1,"recent","very rare","small"
"827",17920,26,724.01,2,"old","rare","very large"
"828",17924,31,279,1,"oldest","very rare","medium"
"829",17925,30,244.08,1,"oldest","very rare","medium"
"830",17937,19,2153.88,2,"recent","rare","very large"
"831",17949,29,1314,1,"oldest","very rare","very large"
"832",17950,23,263.17,2,"old","rare","medium"
"833",17951,16,409.5,2,"very recent","rare","large"
"834",17954,25,128.68,2,"old","rare","small"
"835",17961,11,569.75,3,"very recent","rare","large"
"836",17964,30,261.76,1,"oldest","very rare","medium"
"837",17965,23,156.8,2,"old","rare","small"
"838",17967,29,123.07,1,"oldest","very rare","small"
"839",17968,31,277.35,1,"oldest","very rare","medium"
"840",17969,19,125.2,1,"recent","very rare","small"
"841",17975,18,621.49,2,"recent","rare","very large"
"842",17976,30,353.19,1,"oldest","very rare","large"
"843",17978,23,300.92,1,"old","very rare","medium"
"844",17980,17,295.2,1,"recent","very rare","medium"
"845",17990,11,316,2,"very recent","rare","medium"
"846",17999,24,190.34,1,"old","very rare","small"
"847",18004,20,169.47,1,"recent","very rare","small"
"848",18011,31,102.79,1,"oldest","very rare","small"
"849",18016,22,156.65,1,"recent","very rare","small"
"850",18037,20,31.3,1,"recent","very rare","small"
"851",18041,23,634.29,3,"old","rare","very large"
"852",18043,24,316.46,1,"old","very rare","medium"
"853",18044,18,74.25,1,"recent","very rare","small"
"854",18050,17,74.4,1,"recent","very rare","small"
"855",18055,16,1751.12,3,"very recent","rare","very large"
"856",18061,24,405.16,1,"old","very rare","large"
"857",18065,22,345.02,2,"recent","rare","large"
"858",18071,23,258.95,1,"old","very rare","medium"
"859",18074,31,489.6,1,"oldest","very rare","large"
"860",18075,18,198.95,1,"recent","very rare","medium"
"861",18077,13,396.33,2,"very recent","rare","large"
"862",18085,31,303.9,1,"oldest","very rare","medium"
"863",18092,10,2852.64,3,"very recent","rare","very large"
"864",18097,12,182.52,1,"very recent","very rare","small"
"865",18102,23,27834.61,4,"old","frequent","very large"
"866",18109,20,552.75,2,"recent","rare","large"
"867",18113,26,76.32,1,"old","very rare","small"
"868",18116,9,661.97,3,"very recent","rare","very large"
"869",18118,22,608.51,2,"recent","rare","very large"
"870",18119,25,181.12,1,"old","very rare","small"
"871",18144,18,502.65,2,"recent","rare","large"
"872",18156,27,206.23,1,"oldest","very rare","medium"
"873",18168,17,449.94,2,"recent","rare","large"
"874",18176,16,476.35,1,"very recent","very rare","large"
"875",18178,22,300.65,1,"recent","very rare","medium"
"876",18219,18,390.06,2,"recent","rare","large"
"877",18223,16,501.69,1,"very recent","very rare","large"
"878",18225,23,30,1,"old","very rare","small"
"879",18229,24,653.2,2,"old","rare","very large"
"880",18239,30,438.1,1,"oldest","very rare","large"
"881",18245,13,365.73,1,"very recent","very rare","large"
"882",18259,24,376.3,1,"old","very rare","large"
"883",18260,16,230.7,1,"very recent","very rare","medium"
"884",18269,24,168.6,1,"old","very rare","small"
